,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
103,B000HA4FKY,"[11, 20]",4,"Here it is the premier newspaper of New England sent automatically to your beloved Kindle while you sleep.No more trudging out in the snow only to find a wet, soggy, glop of dead trees !Nice !","02 26, 2008",ABXANRX4GPYRZ,hdtravel,Finally at last a new newspaper for Kindle,1203984000
104,B000HA4FKY,"[0, 0]",5,I live in a town adjacent a 'medium' sized city in Massachusetts.  The local newspapers leave a lot to be desired.When I REALLY want to know what is going on... I read &#34;The Globe&#34; ... It gives me what I want to know in a timelymanner.,"06 12, 2014",A13OGC4WSU6SJ2,Laurie the librarian,when I REALLY want to know!,1402531200
105,B000HA4FKY,"[55, 62]",5,"I live in Boston and had been waiting for the Boston Globe to become available for the Kindle since mine arrived on December 4, 2007. I subscribed the first day I found out about it and have not been disappointed. I am not a big print newspaper fan, I find them environmentally unfriendly, dirty (think blank ink on hand), and they contain a lot of information I usually have no interest in (ads, sports, stock lists, etc.) so they are thicker than I need them to be and messy. I won't even take the two free papers offered at the subway on most days (the excellent Metro and the whiny bloggy Boston Now). On the other hand I find the web version of newspapers hard to drill down to find the articles that apply only to today - if you know the topic you can do a search but there's really no way to tell if I at least skimmed all the articles for the day.Enter the Kindle edition which solves most of my complaints about the print and web edition of the Boston Globe, while all the material I am not interested in is still there it is easy to bypass and doesn't really cause any clutter or eat up resources (a few kb of disc space I guess). Some pictures are now beginning to appear too. The ads are gone (so unless you only buy the paper for the ads - some people do - you will be pleased). The Contents, Sections and Next Article layout is great. From the main page you can just skim all the headlines by hitting the next page button until you get to the end - and then you'll know you haven't missed any of today's headlines. If you want more detail you can select the headline link. You can then once finished reading the article (or deciding only to read some of it or none of it) easily hit the back button to return to the list, or if you've finished the article you can go forward directly to the next story (comes in handy in your favorite section if you know you want to read most articles there). The only thing that's missing is the comics and the death notices but you can read those on-line at the comic sites in the first case and the Globe's site in the case of death notices - if you really, really want to.Good job.","03 15, 2008",A32Q5HN7RQN6GL,PHL1111,Finally! Easy to Read; Easy to Skim,1205539200
106,B000HA4FKY,"[1, 1]",1,"For an e-newspaper that has primarily local interest news, little international coverage,sub optimal national coverage and insipid editorials, the price of the Boston Globe's Kindle edition is disproportionately high.It seems that the newspaper is limping- trying to find its way into the world of e-papers but its limp is very noticeable.","03 1, 2012",A10E0V7PQY9ERD,Ravi Ramaswami,Overpriced and sub par,1330560000
107,B000HC48T0,"[0, 1]",5,"Cool, forgot I had this until the request to rate it came in ... this makes mine an unreliable rating ... doubt that will change the rotation of the planet enough to measure.","06 21, 2013",A31EF21IMGXE7F,"Amazon Customer ""Questions Authority""",Washington Post ... All the news thats fit.,1371772800
108,B000HC48T0,"[3, 24]",2,"I am not from Washington, but enjoy good media.  Unfortuntely, the Washington Post is mostly about politics, or the Redskins and other local stories pertient only to Washington DC.  Whereas the NY Times is more international, and the Wall Street Journal is very business oriented but at least national, the Wash. Post is very narrow.  I unsubscribed.","02 16, 2008",A3775OP5VTX5ON,"Coolkayaker ""ck1""",Too provincial.,1203120000
109,B000HC48T0,"[0, 0]",4,The reporting is good - this is just higher priced than some other good newspapers so I tend to get the other newspapers which have basically the same news.,"10 2, 2013",A3AKG73AM4OKSI,Dave W,good reporting,1380672000
110,B000HC48T0,"[3, 4]",5,"I enjoy getting the Washington Post (wp) every morning on my new k2 device.  K2 allows me to view every headline within the paper and to view the break down of the number of articles that are within each section and to view items in that section only if I choose to do so. Included in the wp k2 edition is front page, metro (for every county), style, editorials, classifies, obituaries, world, politics, health, sports, metro, home, etc. Some sections, are not published daily; therefore, are not included on my k2 daily, such as, health, food, etc.I really enjoy reading the wp on my k2 while doing cardio at the gym. I've always used that time to read the paper, but now I no longer have to struggle with keeping the pages together or worry about the paper falling and having to get off my cardio machine to pick it up.The daily rate is $.75 or $9.99 a month. Now, I can smile that paper is not being wasted when I read the wp on my k2 each morning.","02 26, 2009",A3DKP8M0GSP8UK,Justice for Trayvon,Kindle Washington Post Edition,1235606400
111,B000HC48T0,"[1, 4]",3,"This was a one-time cursory look.  If one is interested only in what is going onin Washington and what is dished to the regular press, this is good to read.","07 24, 2013",A13OGC4WSU6SJ2,Laurie the librarian,GOOD FOR WHAT IS DOING IN WASHINGTON,1374624000
112,B000HC48T0,"[0, 0]",5,I love read the Whashington Post in my Kindle Reader because it's very good and important for everyone. I recommend it!,"04 6, 2014",A1LXBSTVRMWX2K,LUIS GUSTAVO DE OLIVEIRA PONTES,I love read The Washington Post in my Kindle Reader!,1396742400
113,B000HC48T0,"[1, 1]",3,"Why is it that these great newspapers cannot figure out the digital format?  The kindle versions frequently are stripped down versions without photos and charts and in many cases without some of the sections.  Do they really think that people want to pay for that.  There are too many free news sources that can accomplish this level of news.  If they really want to get subscribers to pay, they need to provide a newspaper experience (some people even like the ads!!)  The new Kindle version of the New York Times is an example of an improved newspaper experience where the kindle version has even more pictures than the paper in some cases (this is what digital can excel at).  The times still has its weaknesses but its an improvement.  The Post is still not worth buying digitally.","08 15, 2013",A188PSUW6HG2AK,"R. Tilton ""rstde""",Another Blah digital newspaper,1376524800
114,B000JMKNQ0,"[4, 4]",4,"Karen Traviss was noted during her time as a Star Wars author for her fascination with the Mandalorian culture along with her disdain for the Jedi. These traits fueled several exceptional stories in the Republic Commando novels but also started to become a bit of a distraction over time, especially as her stories became increasingly drenched in Mandalorian worship. It's an interesting choice to have her author a short story (originally an e-book) for the New Jedi Order, as beyond a nod in the final volume, Mandalorians are conspicuously absent. This story is very much like her full length Star Wars novels: Mandalorian focused, chapters starting with intriguing italicized quotes from various in-universe sources, and a very cinematic way of staging scenes and cutting between them.So it turns out the choice was a good one: having Ms. Traviss bring her sensibilities to the New Jedi Order provides a sorely-needed shift from the overall tone of the nineteen novels. It's fascinating how she juxtaposes Boba Fett and his allies against the Yuuzhan Vong, two cultures both comfortable with violence as a means to an end but diametrically opposed as to the means. This story is set chronologically before Vector Prime, meaning it could be a reader's first introduction to the Yuuzhan Vong culture, and overall I would say that's neither worse nor better than first encountering them via Vector Prime. It's just different, as Vector Prime shows the Vong through the lens of the Jedi and here we meet them through the alternate viewpoint of Mandalorian mercenaries.This story brings us up-to-date on an older Boba Fett, one still living the mercenary life while also having responsibilities as the Mandalore, the leader of his people. It's an interesting dynamic how Fett feels a sense of duty to this role while simultaneously keeping it at arm's length. The sequences where Fett and a companion walk through a Vong vessel and encounter the extra-galactic invaders for the first time is superb, as we see their disgusted reactions to the bloody Vong culture firsthand. The ending of the story leaves the Mandalorians as true anti-heroes, secretly doing the right thing while being openly despised for their seemingly traitorous actions. I would have liked to see this thread interwoven throughout the New Jedi Order, but alas, A Practical Man was penned late in the game.Despite any misgivings I developed over time with Ms. Traviss' tendency to elevate the Mandalorians and demonize the Jedi in her writing, there is no denying that she was an exceptional Star Wars author. Her stories are distinct, hard-edged, and propel along much like the films themselves, even when they get heavy on dialogue vs. action. Boba Fett: A Practical Man is a distinct entity in the New Jedi Order and well worth a read: even better, it could be read by someone interested in Fett and his people without having to go further in the nineteen books that follow.","03 15, 2012",A3SZMGJMV0G16C,"Andrew Pruette ""Rancors Love to Read""",Worthwhile addition to the New Jedi Order,1331769600
115,B000JMKNQ0,"[0, 0]",5,Good read. I enjoyed the look into another side of Boba fett. I suggest is as a gate way to the next set,"01 2, 2014",A2EN84QHDRZLP2,Carl craft,Another reader,1388620800
116,B000JMKNQ0,"[0, 0]",5,"Boba Fett sort of gets screwed, but turns it around when he starts screwing over the Yuzahn Vong.  Very Cool.","10 11, 2013",A1UG4Q4D3OAH3A,dsa,Fetts the man,1381449600
117,B000JMKNQ0,"[1, 1]",4,"It's nice to see an author go back and visit the New Jedi Order era. This time, Karen Traviss combines fan favorite Boba Fett and NJO favorite Nom Anor to show the Mandalorians' role in the Yuuzhan Vong war. Traviss does a pretty good job fitting both into their characters. Boba Fett is appropriately cynical, but at the same time also concerned about the Mandalorians. Traviss doesn't yet go so far as to make Boba Fett one of the good guys. It's an interesting character transformation. We also get to see Nom Anor's private thoughts and a bit more insight into his time as infiltrator.Even for a short story, it seemed a bit too short and ends rather abruptly. I would have liked to have seen  bit more, or at least learn what the Mandalorians did after the first few weeks of the invasion. It's tough to be satisfied with this after reading Unifying Force, where Han sees Boba Fett fighting alongside Alliance troops. Hopefully that story will be written one day.","06 4, 2011",AQZH7YTWQPOBE,Enjolras,A fun story,1307145600
118,B000JMKNQ0,"[1, 3]",4,"This is an ebook and is a good read, but why not just include with one of the new Jedi Order books as a supplement??? It is fun to read it on my Kindle, but still the same it could have been added to several of the New Jedi Order series.............","04 16, 2009",A38Z3Q6DTDIH9J,"Jimmy J. Shaw ""oldbent1""",Star Wars: Bobba Fett: A Practical Man,1239840000
119,B000JMKNQ0,"[1, 4]",1,"I got about two pages into this before giving up. The style is clunky, the internal monolog doesn't gel with the character we know, and the story starts at the end of a chase scene that probably would have been really interesting if the author had bothered to write it.","01 18, 2012",A2TYXDDR7U35HO,Kurt Joseph Pankau,Overwhelmed by Stupidness,1326844800
120,B000JMKNQ0,"[0, 0]",4,Tis is a good short story but I was hoping for more I'm not a big fan of the yuzan vong war series but this was good anyway more would have been better,"06 11, 2013",A3ANJVTVKPRIKM,Michael W. Gray,good but to short,1370908800
121,B000JMKNQ0,"[0, 0]",5,I haven't gotten time to read this one yet. I intend to read it soon though. Looks like a good book.,"01 27, 2014",A1ZT7WV0ZUA0OJ,Mike,my collection,1390780800
122,B000JMKNQ0,"[10, 30]",1,"Sigh... What can I say? This is more of Karen Traviss' mary-sue adventures of Boba Fett and the almighty, infallible, infinitely over-detailed and completely boring Mandalorians, who bear a strong resemblance to Scottish Highlanders in an average B-grade romance novel.It's stuff like this that makes me glad she has decided to stop writing Star Wars.As usual, Traviss throws out established canon to match her ideas and fit her story. This book is pointless, as the whole premise is flawed, based on a non-canon idea, and will be zapped out of existence once the T-Canon episodes of Clone Wars (which trump the C-Canon (soon to be S-Canon or N-Canon) ideas in Traviss' books.)Traviss has managed to take one of the coolest characters in the Star Wars universe and turn him into one of the most annoying, uninteresting, boring, obnoxious, mary-sue characters ever written. She took the quiet cool of Boba Fett, and turned him into a character who just Wouldn't Shut Up. She took Mandalorians and turned them from an elusive, lost, dying race of people who were cooler for having been scattered across the galaxy, into a clan of dancing, singing, Mando'a speaking, boastful morons whose place in canon is now a convoluted mess.And don't get me started on how plodding and over-detailed her writing is. If you want to know every tiny, minuscule, stupid thing about a character, just turn to Traviss' books. You're lucky if she doesn't tell you how, when, and where Boba acquired his underwear, and what they're made of.Suffice it to say, I'm not a fan of Traviss' work. I consider her Star Wars books to be a notch below Barbara Hambly's disastrous efforts. Read this only if you're a huge fan of Traviss, or a huge fan of Non-Canon Star Wars books... Because this one can't stand up to scrutiny.","08 13, 2009",A1J75JJ0Q2OEJN,Raven A. Wind,A Good Reason Not to Miss Traviss' Star Wars Books,1250121600
123,B000JMKNQ0,"[0, 0]",5,"Let me start this review off by saying that no one, and I mean NO ONE can write for Boba Fett as well as Karen Traviss can.  When I saw this book on Amazon I was delighted and I was even more excited when I found out that she wrote it!***SPOILERS***  ***SPOILERS***  ***SPOILERS***I knew from the Star Wars comics that the Mandalorians were involved in the Vong War during their invasion and that they fought alongside them against the New Republic.  But this e-book really helped fill in the gaps that the comics and the novels left.  I knew they weren't just in it for the credits!The visuals that Karen Travis paints with her story were just amazing!  Having Boba Fett walking through the depths of one of the Vong's ships was great!  I could almost smell the slime oozing from the walls and hear the squishing of his boots as he walked across the pulsing floor.  Also, having him compare being in the ship to being back inside the Sarlaac pit was very cool as well.During the book, the Mandalorians are faced with a moral dilemma.  They have signed up with the Vong, thinking they are just an army that wants to wreck a few worlds and they'll get some quick cash off of it.  But it turns out it's an entire invasion armada and they want to destroy the entire galaxy!  Boba Fett and the Mandalorians have already taken the job so they are honor bound to stand by their word and fight alongside the Vong against the New Republic.  However in doing so, Fett adds on that the Vong have to leave his home planet of Mandalore alone.  They agree and of course they are lying to him.  But this gives Boba Fett the time he needs to mobilize his people for war.  And when you have the entire population of the Mandalorian home world gunning for you, you might just want to reconsider your course of action!While fighting alongside the Vong, Boba Fett manages to sneak information to the New Republic about the Vong, their plans, their technology and their biology.  Eventually the New Republic wises up and realizes that the Mandos are double agents and they send a Jedi Master to parley with Boba Fett.  He tells the Jedi to keep this under wraps and to keep fighting against the Mandalorians as if they are the true enemy in order to keep up the ruse so they can continue to slip the New Republic information about the invaders.  The Jedi Master asks what Fett wants in return.  He only asks for one thing, that the Republic knows that a Mandalorian warrior died to save a Jedi Master.***END SPOILERS***  ***END SPOILERS***  ***END SPOILERS***This book was awesome!  Karen Traviss continued to do what she did best in the Star Wars universe, writing for Boba Fett and the Mandalorians.  It really is too bad that she and the rest of the Star Wars writers had a falling out due to creative differences and that she is no longer writing for Star Wars.  I would have loved to read more of her work in a Star Wars setting.","05 18, 2013",A12LKEM543ILBK,zombie phreak,Terrific!!!,1368835200
124,B000JMKU0Y,"[0, 0]",5,"There isn't one aspect of the book that I don't like. Fast paced action, the one that good action movies are made of; characters that are captivating and of course love that conquers all. Written well, paced well and, simply put, page turner. Thumbs up in my book.","05 13, 2014",A35QOI4L7CILPW,Aleksandra Branka,Action and romance,1399939200
125,B000JMKU0Y,"[0, 0]",5,"I have read several Shannon Stacey books and the Devlin Group series is by far my favorites!  This book is the 1ST of the 3 book series (in order:  72 hours, On the Edge, No Surrender).  I never read books twice, but I will definitely be revisiting this series and I saw on the authors website that a 4th one is in the works!  I can't say enough about this series and can definitely not pick a favorite!  I have read some other reviews on this 1st book and can't say I agree with the 3 and 4 star ratings, but for those of you who would be willing to read more, finish the series before you write a complete review.","07 22, 2011",A3GD7YSUW39DRI,BBent,AN AWESOME SERIES....COULD NOT PUT IT DOWN,1311292800
126,B000JMKU0Y,"[0, 0]",2,"This was a free kindle book that I got a couple of months ago. When I read the product description it seemed like an interesting concept - it gives you a descent overview.The heroine, Grace Nolan, is an ex-agent trying to raise her son.  The hero, Alex Rossi, is her ex-partner and the man she once loved.This book was a quick read - nothing really unexpected.  This was the first book I read by Shannon Stacy.  I wasn't overly impressed.  The fact that I saw the ending coming from page one was very disappointing - I wish that the characters were more interesting - I found I was speeding through reading it so that I could (1) get to the end, (2) check it off the TBR list, and (3) move on.  I am not going to continue the series but I have listed them here - in case anyone is interested.The second book is available - The hero is Tony Casavetti.  The Heroine is Charlotte Rhames.On the EdgeThe third book in the series is coming out June 2010:The hero is John Gallagher.  The Heroine is Carmen Olivera.  - These are characters from book one.No Surrender: The Devlin Group, Book 3","03 30, 2010",A71W7G4TCTH3T,"BBMoreB ""Heather Coulter""",Missing Something~~,1269907200
127,B000JMKU0Y,"[2, 3]",3,"I hate to be the almost lone dissenter here, but 72 hours is a story told at break neck speed losing what could have been a very good story and turning it into just ok.  I kept wanting to say, ""Whoa, slow down.  Let's learn about the characters before they go running off to be super heroes.""The Devlin Group is a group who stops Big Bad things from happening - like spreading poison all over Gitmo.Alex Rossi is the Super Hero leader who, at one time, worked with Grace, the Super Heroine. They were a great team with both of them equally able to get to the bad guys.  Alex also doubles as Sean Devlin, the founder of the Group.  He named the group Devlin to flush out the man who killed his Mother 11 years ago.  Grace was not aware of this story.  Alex and Grace had a baby but Alex was never told about him because Grace wanted to keep the baby, Danny, safe from the Super Hero's enemies.  All of this is for naught as Danny is kidnapped.  While this sounds somewhat complicated, Stacey does a good job of keeping things clear and the reader is never confused as to the story line.There are two other major characters, Carmen and Gallagher, who also help with the Devlin Group.The downside is that this adventure/romance is told so fast that there is little character development.  I know about as much about Carmen and Gallagher as you do right now. There was a whole story there left on the cutting room floor, so to speak, and the book would have been much better if Stacey had taken the time to allow the reader an insight into these two characters.Alex and Grace are somewhat better developed but still leave a bit to be desired.  Grace comes off somewhat naive in the ways of motherhood, to put it nicely.  For some reason we never know, she thinks being able to make cookies is more important in the raising of a child than allowing said child to get to know his father.  Go figure.  I still want to know what makes Grace tick.Stacey has talent but needs to learn a little about character development.  If the reader knows the characters, they care what happens to them.  While this is an exciting story, I never really cared if the characters lived or died except for what would happen to the child.","10 17, 2009",A109E01LB4H38F,"Carol Donaho ""Carol Donaho""",Way too fast!,1255737600
128,B000JMKU0Y,"[0, 0]",3,"I wouldn't tell anyone that this is a book they should read, but I wouldn't tell them not to waste their time either because it is a quick read.  I liked the characters.  It had a lot of action, but not enough suspense for my taste.  Bottomline is that it is a quick read and not too bad, but not too great either.","11 30, 2009",A3I88L0CTVLT4S,CC,Quick Read - Not Too Bad,1259539200
129,B000JMKU0Y,"[3, 4]",5,"Great book!  It's short, so you can pick it up and finish it in one night.It's also constant action!  And has a strong female lead (nice to find).  I thoroughly enjoyed this book, and recommend it!","10 14, 2009",A10AVFDDU87KJ4,"D. Baddorf ""avid bookworm""",Great adventure!,1255478400
130,B000JMKU0Y,"[2, 2]",3,I picked this book up for free from Amazon and it didn't disappoint.  It was action-filled and full of tension.  My only disappointment was with how long it was - it took me less than an hour to read...would liked to have seen the characters a bit more fleshed out and the interaction between the secondary characters could make a good follow-up.,"10 23, 2009",A3CXAZI75P116U,Deanna L. Fisher,Quick but good read,1256256000
131,B000JMKU0Y,"[0, 0]",3,"Grace is not your typical mother to a nine year old son. She burns cookies, sucks at housework, and generally has to make a huge effort to be domestic. What is she good at? Being a super agent of course. Nine years before, pregnant, shot by her lover Alex, the child's father; she makes a career change. Alex in the meantime has put together the Devlin agency and maintains two personages--that of Sean Devlin whom Grace thinks of as a best friend and confident as well as Alex Rossi, super agent! Grace has no idea that they are the same person. For some reason she never asks Sean why Alex shot her. She just assumes he put the job before her life and in order to achieve his objective to bring the bad guy down that is holding her hostage--he shoots her in order to get him.The story has so many unbelievable scenarios that in order to enjoy it for what it is--romantic suspense--you kind of have to suspend your belief in logic.This is a fast easy read. Don't expect it to make sense in terms of logic, plot etc. Stacey is weak on plot, but her dialogue and characters are fairly strong.","11 21, 2009",A3R9X003XW0LNR,"Deborah Verlen ""Deborah""","Fast, simple read.",1258761600
132,B000JMKU0Y,"[0, 0]",5,"I'm a real fan of romantic suspense, but rarely enjoy the series-length novels. this one was terrific, credible details, great speed and tension, smokin' hot chemistry and reasonable character development. gonna go buy more Stacey books!","03 6, 2011",A8QL1W8JWGZWH,"Faith Freewoman ""free woman""",LOVED it!!!,1299369600
133,B000JMKU0Y,"[0, 0]",5,An interesting adventure story leading into a suspension story to hold your attention for the duration! I enjoyed this book VERY much and look forward to more to follow.u,"04 23, 2014",A3PCSFLUDCINFJ,Fred Henninger,72 Hours,1398211200
134,B000JMKU0Y,"[0, 0]",5,"I was able to get this book several years ago free for my Kindle and I'm just now getting to it in my ""to be read"" list.  I'm not quite sure why, but it doesn't recognize that I got it on Amazon anymore as it usually does at the top of the product page.  I wish this book had been longer.  The only real problem I had with it is that, even being short, I would have preferred that it have chapter demarcations.  That would make it so much easier to find a stopping place or see how close to the end of a chapter you are when you need/want to do so.  That's not so much of a big problem when the book is short or you're reading a novella, but it's still nice.  I really felt for the characters in this book and they seem mostly real to me, but there was a bit of irrationality mixed in that I don't think would have completely been that way in real life.  I won't bore you with a plot summary as I know other reviewers are fond of doing that.  If you like light adventure stories with a smattering of intrigue and suspense, I think you'll enjoy this story, especially if you like a tad of sexual tension and titillation.  Have at it!  I can't wait to read the next one.","09 2, 2013",A2YLHICVCWNNCC,Jwb52z,Cute adventure story,1378080000
135,B000JMKU0Y,"[0, 0]",4,"Alex Rossi aka Sean Devlin is leading a double life--he's the founder of Devlin Group as Sean Devlin; and he's Alex Rossi (his real name), one of Devlin Groups senior agents. His lifetime goal has been to find & kill the man who murdered his mother.Grace Nolan is an ex- agent, and considers Sean Devlin a friend. When her young son, Danny, is kidnapped, she's forced to ask Devlin Group to help her find & rescue him. The kidnapper just happens to be the killer Alex is seeking, and the killer knows the secret connection between Grace & Alex---Danny is Alex's son---although Alex just found that out. He's furious Grace never told him about Danny. She was furious Alex shot her just before she found out she was pregnant!!This romantic suspense book has plenty of action scenes; tense moments; great one-liners; and great secondary characters who more than likely will have their own stories; I.e., Gallagher & Carmen.","08 22, 2013",A23U4O4NX29LP,"Linda Langford ""romance reader""",GREAT ACTION READ!!!,1377129600
136,B000JMKU0Y,"[0, 0]",4,"It was a romantic suspense novel , quick read with predictable events. Well written and well balanced. I enjoyed it while I was sick with the flue and it kept me interested. I read it in one day. It isn't the best I have ever read but in general  I would give it 4 stars out of 5.","09 6, 2011",AUMLTK5TBJT9O,Nadine Russo,"72 hours , my thoughts",1315267200
137,B000JMKU0Y,"[1, 2]",3,"a fast paced spy romance. reminds me a little of 'the long kiss goodnight'. the sex scenes were quite steamy. A good read, but kinda short.","11 1, 2009",A281X1JBJMB2GS,Tanya Paranormal Smut Nut,fast paced,1257033600
138,B000JMKX4W,"[0, 0]",4,I guess his diary was just like anybodies. It gets better with time. The Nobody does have a good sense of humor though.,"09 18, 2013",A3L37OKQ8YTJQ5,Amazon Customer,Diary of a Nobody,1379462400
139,B000JMKX4W,"[0, 0]",3,"It's funny. Definitely worth the price (free). Had me laughing. Not as good as P.G. Wodehouse, but in the same vein. Great for reading on your phone while waiting for anything.","12 8, 2013",A1SD8Y9Q1KESLB,Amazon Customer,Fun read,1386460800
140,B000JMKX4W,"[1, 1]",4,"I enjoyed this book a great deal - very witty and a pleasant read. I actually did laugh out loud a couple of times. Thanks, free classics!","01 18, 2013",A2P99LRDXBF8NF,Celeste Thayer,Very funny,1358467200
141,B000JMKX4W,"[0, 1]",2,"This may not be a fair review of the book, as I did not finish.  I read perhaps a quarter and finally gave it up, thinking of all the other books I had waiting.  It simply did not capture my attention.","01 11, 2013",AV4VME0NQTIH3,debrakib,Could not finish,1357862400
142,B000JMKX4W,"[0, 1]",3,"This was a mildly interesting, slightly humorous, day-to-day chronicle of a very boring guy's life. I found the historical insights engaging, and some of the daily activities of people in those days interesting. I wish that there had been a little more about the wider events that were happening beyond just the writer's activities. But, then, that would not have been in concert with the title of the book. The author certainly believed in truth in advertising. The title of the book says it all. It's a quick read and never complex.","01 9, 2013",A9L0KCZBVZDJB,"KLP ""Hooked on books""","Geez, I hope my life is more interesting!",1357689600
143,B000JMKX4W,"[0, 0]",4,"Thirty years before Sinclair Lewis publishedBabbittand set the standard for smug, self-important middle-class conformity, there was The Diary of a Nobody and Charles Pooter. Pooter, a senior bank clerk in the City renting a home in a London suburb of Holloway, encapsulates Victorian respectability, snobbery, and pretensions. Pooter nearly invariably gets the short end of the stick in his interactions with his two neighbors, Cummings and Gowings; his spendthrift, reckless son Lupin; and the various tradesmen and servants he attempts to bully. Slavishly devoted to his employer, Mr. Perkupp, Pooter tries without much luck to cut his son into the same mold. Instead, Lupin slacks at work and spends his nights engaged in amateur theatrics or carousing with his chums till all hours. What's a father to do?First serialized in Punch in 1888 and 1889, The Diary of a Nobody was published in book form in 1892 and hasn't been out of print since. If you give this slim volume a chance (available for free in the Kindle format), you'll see why. Despite being a century old, The Diary of a Nobody remains quite amusing and is laugh-out-loud funny in parts -- particularly in sections dealing with tradesmen or with Lupin's impetuous business dealings or love affairs. As long as there are self-satisfied petit bourgeois snobs, The Diary of a Nobody will continue to entertain.","04 21, 2013",A32HH93JPN3TVV,Miss Ivonne,"a century later, still quite amusing",1366502400
144,B000JMKX4W,"[0, 0]",3,"This is one of those entertaining little British/English humor books.  If you are not accustomed to that style of conversation, you will find this light read very boring.  I think its light and passes the time well.","10 6, 2012",A1EJXJUPY08MJL,miss_scarlett,"This is english humor, okay if you understand.",1349481600
145,B000JMKX4W,"[1, 1]",4,"I have seen this title around for many years in the back of other books and have been intrigued by it. I had little luck in finding it until I got my Kindle and a whole world of classics that are no longer in print has been opened up to me.This is an enjoyable read. If you love Wodehouse, Wilde or other British social satirists, it is likely you will enjoy this one as well.","10 6, 2010",A12V4ITKRZFOYK,Petrichor,Finally got my hands on a classic!,1286323200
146,B000JMKX4W,"[0, 1]",2,"I give this 2 stars because I have read worse books. This book is very boring. Very &#34;yadda, yadda&#34; type. I don't recommend it.","08 30, 2013",A3L3BHR05F00B4,Rusty Bell,Boring,1377820800
147,B000JMKX4W,"[2, 2]",5,"This book really did it for me. The humor was usually dry, but kept me laughing just the same. I have no doubt that this book is not for everyone. That being said, I will offer some sound advice for you, the prospective reader:Download this book. It's free, after all. If the premise and first few entries don't have you laughing (or at the very least, smiling), stop reading. Also, check your pulse.","10 17, 2011",A19ZW40FBYWUBU,Ryan,"Probably one of my favorite books, and I read a lot!",1318809600
148,B000JMKX4W,"[0, 0]",5,"For me, this is truly a hilarious book, a small masterpiece. Bizzare, unusual, witty, good language, well written - absolutely great, a classic.","11 22, 2013",A2XU0JKWBZ1ECC,VK,a classic!!,1385078400
149,B000JMKXYW,"[0, 0]",5,"According to Twain, Heaven is years from earth, even when you are transported at .1 speed of light. It is huge, containing souls from multiple worlds, creatures only imagined by later SciFy authors. Multiple gates, minimal entry conditions. There is a caste system, and receptions for those who never received reward during life.I wish that wings were more than decoration, but according to Sandy, an elderly resident, you travel by WISHING yourself around to greet new arrivals, or return to earth with divine messages. Most inhabitants only dress up for formal occasions- halo, harp and wings being a sort of uniform.Sandy tells Stormfield: Heaven is a libertarian place- plenty of room, do as you please, appear any age- but it is not paradise as imagined on earth. Idleness does get old, and please do not irritate the patriarchs. Sandy is a keen observer of people in Heaven.The rest of the tale is similarly imaginative. Twain enlivens things by speaking in the argot of a 19th century sailing master, sprinkling dialogue with phrases like:' An ordinary comet don't make more than about 200,000 miles a minute.  Of course when I came across one of that sort--like Encke's and Halley's comets, for instance--it warn't anything but just a flash and a vanish, you see.  You couldn't rightly call it a race.  It was as if the comet was a gravel-train and I was a telegraph despatch.  But after I got outside of our astronomical system, I used to flush a comet occasionally that was something like.  We haven't got any such comets--ours don't begin.  One night I was swinging along at a good round gait, everything taut and trim, and the wind in my favor--I judged I was going about a million miles a minute--it might have been more, it couldn't have been less--when I flushed a most uncommonly big one about three points off my starboard bow. 'Now, this was published 1907, and an early manuscript exists from 1868!","11 1, 2013",A3LZMSQ4IU3N4R,A Customer,Is Twain Still Wearing his Wings?,1383264000
150,B000JMKXYW,"[0, 0]",3,"It was an OK read although at sixty seven I found it a bit juvenile, but i was pleased with the way it stretched my mind.","09 18, 2013",A3L37OKQ8YTJQ5,Amazon Customer,Captain Stormfield's Visit to Heaven,1379462400
151,B000JMKXYW,"[0, 0]",5,Twain questions the common understanding of heaven with a satirical account of one man's trip to and experience in the afterlife.,"08 3, 2013",A27M1QT078AGZ2,"Andrew Van Cleave ""Drew""",A humorous piece of humble pie,1375488000
152,B000JMKXYW,"[0, 0]",5,"Mark Twain is one of my favorite authors and as his other works put a smile on my face so did this one.  This tale gives us food for thought.  As always, a great classic!","05 14, 2013",A3E64M6F1NZDA6,Bres Grace,A Most Enjoyable Tale,1368489600
153,B000JMKXYW,"[0, 0]",3,"it was just okay.  I didn't dislike it, but I can live without it.  It wasn't a drama or adventure.  I don't know HOW I would classify it, but it wasn't that great.","01 3, 2013",A3JH1L2JTX27EX,"C. A. Isbell ""bassistann57""",Captain Stormfield's Visit to Heaven,1357171200
154,B000JMKXYW,"[0, 0]",5,"Mark Twain can sure turn them out!  As I survey the somewhat forbidding vista of free books for my Kindle, I generally find that his books will actually be read.  This is a fun conceit about a riverboat captain who dies and travels to heaven, only to find that it is not what he expected.  Twain is not impious, but full of wit reminiscent of talk over the cracker barrel in the old general store.  Not long, but good.","09 5, 2013",ALRH7EYOMZ5RH,"David_from_Michigan ""Average user""","Quick, enjoyable, if dated",1378339200
155,B000JMKXYW,"[0, 0]",1,"He doesn't need my recommendation but since you asked, unless you are into thorough reprobates, give it a miss.  As the wag once put it, Mark Twain shows promise.","05 25, 2013",A2G3C7LJGXLEGF,"mcampey ""Music Lover""",Twain will be okay,1369440000
